2018-01-19 12:16:02.838000
3.94741101154e-07
StartTime,Signal recieved Time,elasped time,Analog,Pressure(Kpa)
3.94741101154e-07,1.56955101358,1.56952456592,1118,227.3248
3.94741101154e-07,1.57745649361,1.57742649329,118,-116.2752
3.94741101154e-07,1.58164430195,1.58162772283,118,-116.2752
3.94741101154e-07,1.58583171555,1.58581434694,118,-116.2752
3.94741101154e-07,1.59007991928,1.59005505059,119,-115.9316
3.94741101154e-07,1.59792500393,1.59788829301,118,-116.2752
3.94741101154e-07,1.60221860288,1.60219254997,118,-116.2752
3.94741101154e-07,1.60636693712,1.60634285791,118,-116.2752
3.94741101154e-07,1.61431702289,1.61429136472,119,-115.9316
3.94741101154e-07,1.61853996319,1.61851825243,118,-116.2752
3.94741101154e-07,1.62266027081,1.62264408642,119,-115.9316
3.94741101154e-07,1.62683189477,1.6268168946,118,-116.2752
3.94741101154e-07,1.63479619122,1.63476342771,118,-116.2752
3.94741101154e-07,1.63904439495,1.63902110523,118,-116.2752
3.94741101154e-07,1.6433340465,1.64329733558,118,-116.2752
3.94741101154e-07,1.64733198437,1.64730751042,118,-116.2752
3.94741101154e-07,1.65529193868,1.65526470154,119,-115.9316
3.94741101154e-07,1.65944777299,1.65943119386,118,-116.2752
3.94741101154e-07,1.66360715997,1.66359176507,119,-115.9316
3.94741101154e-07,1.67163540449,1.67161014106,119,-115.9316
3.94741101154e-07,1.6758421604,1.67582716024,118,-116.2752
3.94741101154e-07,1.68000154739,1.67998733671,118,-116.2752
3.94741101154e-07,1.68415619747,1.68414159205,118,-116.2752
3.94741101154e-07,1.69211299385,1.69209009887,119,-115.9316
3.94741101154e-07,1.69632290769,1.69630711805,118,-116.2752
3.94741101154e-07,1.70048229468,1.70046768926,119,-115.9316
3.94741101154e-07,1.70465312915,1.70463891847,119,-115.9316
3.94741101154e-07,1.71256058289,1.71253926687,118,-116.2752
3.94741101154e-07,1.71676694406,1.71675312813,119,-115.9316
3.94741101154e-07,1.72093304165,1.72091172563,118,-116.2752
3.94741101154e-07,1.7251382186,1.72512400792,118,-116.2752
3.94741101154e-07,1.73317554216,1.73315935777,118,-116.2752
3.94741101154e-07,1.73731282364,1.7372990077,118,-116.2752
3.94741101154e-07,1.74147734226,1.7414643158,118,-116.2752
3.94741101154e-07,1.74945466517,1.7494309807,118,-116.2752
3.94741101154e-07,1.75362747335,1.75361365741,118,-116.2752
3.94741101154e-07,1.75782515022,1.75781133428,118,-116.2752
3.94741101154e-07,1.76196637911,1.76195216843,118,-116.2752
3.94741101154e-07,1.7699050174,1.76988409612,119,-115.9316
3.94741101154e-07,1.77416980025,1.77415637906,118,-116.2752
3.94741101154e-07,1.77831892397,1.77830550277,118,-116.2752
3.94741101154e-07,1.7824739688,1.7824605476,119,-115.9316
3.94741101154e-07,1.79041418605,1.79039089632,119,-115.9316
3.94741101154e-07,1.79466475823,1.79465094229,118,-116.2752
3.94741101154e-07,1.79884822442,1.79883440848,119,-115.9316
3.94741101154e-07,1.80682199466,1.80678646796,119,-115.9316
3.94741101154e-07,1.81101453989,1.81100072396,118,-116.2752
3.94741101154e-07,1.81515261086,1.81513918966,119,-115.9316
3.94741101154e-07,1.81929778716,1.81928397122,119,-115.9316
3.94741101154e-07,1.82730984729,1.82728458386,119,-115.9316
3.94741101154e-07,1.83148028702,1.83146647109,119,-115.9316
3.94741101154e-07,1.83566414796,1.83564243719,119,-115.9316
3.94741101154e-07,1.83980261366,1.83978800824,119,-115.9316
3.94741101154e-07,1.84774440987,1.84771638326,118,-116.2752
3.94741101154e-07,1.85195827113,1.85194011304,118,-116.2752
3.94741101154e-07,1.85622068554,1.85620450115,118,-116.2752
3.94741101154e-07,1.86413524462,1.86410958645,118,-116.2752
3.94741101154e-07,1.86832857933,1.86831397391,118,-116.2752
3.94741101154e-07,1.87258033574,1.87256099342,118,-116.2752
3.94741101154e-07,1.87668445896,1.8766694588,118,-116.2752
