Time,Analog,Pressure(Kpa)
1.57049128688,118,-116.2752
1.57458988373,119,-115.9316
1.58273457687,117,-116.6188
1.58695475399,119,-115.9316
1.59111650941,118,-116.2752
1.5952912913,119,-115.9316
1.60327848274,118,-116.2752
1.60738102701,119,-115.9316
1.6116529152,118,-116.2752
1.61963615923,118,-116.2752
1.62385949427,118,-116.2752
1.62800664428,120,-115.588
1.63215971541,118,-116.2752
1.64010664326,119,-115.9316
1.64435129432,117,-116.6188
1.64855647127,119,-115.9316
1.65258243576,118,-116.2752
1.66056094289,119,-115.9316
1.66479098853,118,-116.2752
1.66916748312,118,-116.2752
1.6769869096,118,-116.2752
1.68118577069,118,-116.2752
1.68533055225,118,-116.2752
1.68949467613,119,-115.9316
1.69746805163,119,-115.9316
1.70164954411,118,-116.2752
1.70575722001,118,-116.2752
1.70993950198,119,-115.9316
1.71791721963,119,-115.9316
1.72211765969,118,-116.2752
1.72630309959,118,-116.2752
1.73436844976,119,-115.9316
1.73856810034,118,-116.2752
1.74287117308,118,-116.2752
1.74686003191,118,-116.2752
1.75482353889,118,-116.2752
1.75894068857,118,-116.2752
1.76315968146,118,-116.2752
1.76728906812,118,-116.2752
1.77530507566,118,-116.2752
1.77947393643,118,-116.2752
1.78356898061,119,-115.9316
1.79165801526,119,-115.9316
1.79586279747,119,-115.9316
1.80002494764,119,-115.9316
1.8041831504,118,-116.2752
1.81214349944,118,-116.2752
1.81635380803,118,-116.2752
1.82046740504,118,-116.2752
1.82467218725,118,-116.2752
1.8326171414,118,-116.2752
1.83690402975,118,-116.2752
1.84094499441,118,-116.2752
1.84511188147,118,-116.2752
1.85317762639,119,-115.9316
1.85733306596,119,-115.9316
1.8615189006,119,-115.9316
1.86947411801,119,-115.9316
1.87367337384,118,-116.2752
1.87783552401,118,-116.2752
1.88199096359,118,-116.2752
1.88996118116,118,-116.2752
1.89413833149,118,-116.2752
1.89832850828,118,-116.2752
1.90250407965,118,-116.2752
1.91042613881,118,-116.2752
1.91469171115,119,-115.9316
1.91887201941,119,-115.9316
1.9268146051,118,-116.2752
1.93099412388,118,-116.2752
1.93516456362,118,-116.2752
1.9394439519,118,-116.2752
1.94732337902,118,-116.2752
1.9514981609,118,-116.2752
1.95565281099,118,-116.2752
1.95976956593,119,-115.9316
1.96778162606,118,-116.2752
1.97191259169,118,-116.2752
1.97620026953,118,-116.2752
1.98416575021,118,-116.2752
1.98835987441,119,-115.9316
1.99259189375,119,-115.9316
1.99676785986,119,-115.9316
2.00472465624,119,-115.9316
2.00884812178,118,-116.2752
2.01309829922,118,-116.2752
2.01719176444,118,-116.2752
2.02507237578,118,-116.2752
2.02930005297,119,-115.9316
2.03360549416,118,-116.2752
2.04152557962,118,-116.2752
2.04566917696,118,-116.2752
2.04983606402,118,-116.2752
2.05400571427,119,-115.9316
2.0619293524,119,-115.9316
2.06648032255,119,-115.9316
2.07037128558,119,-115.9316
2.07453777791,119,-115.9316
2.08247325826,118,-116.2752
2.08661843457,119,-115.9316
2.09080466395,117,-116.6188
2.09885856663,118,-116.2752
2.10301676939,118,-116.2752
2.10719431446,118,-116.2752
2.11138804392,118,-116.2752
2.1193160242,118,-116.2752
2.1235188327,118,-116.2752
2.12769519355,118,-116.2752
2.13185931743,119,-115.9316
2.13980979795,119,-115.9316
2.14400036948,119,-115.9316
2.14816330913,119,-115.9316
2.15618286934,119,-115.9316
2.16036159864,119,-115.9316
2.16454230164,118,-116.2752
2.16872418887,118,-116.2752
2.17664072165,118,-116.2752
2.18087708315,118,-116.2752
2.18500923299,118,-116.2752
2.18915283033,118,-116.2752
2.19709817922,118,-116.2752
2.20129151393,118,-116.2752
2.20548840132,118,-116.2752
2.20965331468,119,-115.9316
2.21771827012,119,-115.9316
2.2218977889,119,-115.9316
2.22599441204,119,-115.9316
2.23400489321,119,-115.9316
2.23819664896,119,-115.9316
2.24233393045,118,-116.2752
2.24673213579,118,-116.2752
2.25446945612,118,-116.2752
2.25872634415,118,-116.2752
2.26284191487,118,-116.2752
2.26706840784,118,-116.2752
2.27497467736,118,-116.2752
2.27923077591,118,-116.2752
2.28339332082,119,-115.9316
2.29137301218,119,-115.9316
2.29554147821,119,-115.9316
2.29975257628,119,-115.9316
2.30394314781,119,-115.9316
2.31183718035,119,-115.9316
2.31606762073,118,-116.2752
2.32020371799,118,-116.2752
2.32434336792,118,-116.2752
2.33228753258,118,-116.2752
2.3365625787,118,-116.2752
2.34084196698,118,-116.2752
2.34865231441,118,-116.2752
2.35283025422,119,-115.9316
2.35723003853,118,-116.2752
2.36124455553,118,-116.2752
2.36909240337,118,-116.2752
2.37328060645,118,-116.2752
2.37744946722,118,-116.2752
2.38165148624,119,-115.9316
2.38963038812,119,-115.9316
2.39379964363,119,-115.9316
2.39799297835,119,-115.9316
2.4059928015,119,-115.9316
2.4102224524,118,-116.2752
2.41435262854,118,-116.2752
2.4185108313,119,-115.9316
2.42647710146,118,-116.2752
2.43067201515,118,-116.2752
2.43491192931,118,-116.2752
2.43896631516,118,-116.2752
2.4469448223,118,-116.2752
2.45116618364,118,-116.2752
2.45519649028,119,-115.9316
2.46328591966,119,-115.9316
2.46749267558,119,-115.9316
2.47173653716,119,-115.9316
2.47575026467,119,-115.9316
2.48375679843,118,-116.2752
2.48790157999,119,-115.9316
2.49202741398,119,-115.9316
2.49620219587,118,-116.2752
2.50430978334,118,-116.2752
2.50839890641,118,-116.2752
2.51264276799,118,-116.2752
2.5206710125,118,-116.2752
2.52475460919,118,-116.2752
2.52889860127,118,-116.2752
