2018-01-19 12:22:15.300000
3.94741101154e-07
StartTime,Signal recieved Time,elasped time,Analog,Pressure(Kpa)
3.94741101154e-07,1.57119511026,1.57116550468,194,-90.1616
3.94741101154e-07,1.57535686569,1.57533910234,195,-89.818
3.94741101154e-07,1.57950519992,1.57948980502,194,-90.1616
3.94741101154e-07,1.58748607551,1.5874687069,195,-89.818
3.94741101154e-07,1.59159769882,1.59158269866,195,-89.818
3.94741101154e-07,1.59582340231,1.59580919163,194,-90.1616
3.94741101154e-07,1.59996818387,1.59995436793,194,-90.1616
3.94741101154e-07,1.60792813817,1.60791313801,194,-90.1616
3.94741101154e-07,1.6121897631,1.6121763419,194,-90.1616
3.94741101154e-07,1.61637401877,1.61636099232,195,-89.818
3.94741101154e-07,1.62429173578,1.62427594614,195,-89.818
3.94741101154e-07,1.62849849169,1.62848546524,194,-90.1616
3.94741101154e-07,1.63268077366,1.6326677472,195,-89.818
3.94741101154e-07,1.63682318678,1.63680976558,194,-90.1616
3.94741101154e-07,1.64478629901,1.64477050937,194,-90.1616
3.94741101154e-07,1.64895160711,1.64893818591,195,-89.818
3.94741101154e-07,1.65317494215,1.65315836302,195,-89.818
3.94741101154e-07,1.65730393407,1.65729051287,195,-89.818
3.94741101154e-07,1.6652804675,1.66526388837,195,-89.818
3.94741101154e-07,1.66946709162,1.66945406516,195,-89.818
3.94741101154e-07,1.67368845295,1.67367503176,195,-89.818
3.94741101154e-07,1.68167722336,1.68166182846,194,-90.1616
3.94741101154e-07,1.68581687329,1.68580345209,194,-90.1616
3.94741101154e-07,1.69000112896,1.6899881025,195,-89.818
3.94741101154e-07,1.69422091133,1.69420749013,195,-89.818
3.94741101154e-07,1.70213507567,1.70211928602,194,-90.1616
3.94741101154e-07,1.70632643668,1.706312226,195,-89.818
3.94741101154e-07,1.71057582463,1.71055135069,196,-89.4744
3.94741101154e-07,1.71464244746,1.71462902626,196,-89.4744
3.94741101154e-07,1.72260911236,1.72259371746,196,-89.4744
3.94741101154e-07,1.72682218413,1.7268083682,195,-89.818
3.94741101154e-07,1.73102972953,1.73101393989,195,-89.818
3.94741101154e-07,1.73898889435,1.73897349945,194,-90.1616
3.94741101154e-07,1.74317472899,1.74316170253,195,-89.818
3.94741101154e-07,1.74737753749,1.74736372156,195,-89.818
3.94741101154e-07,1.75150968734,1.75149666089,194,-90.1616
3.94741101154e-07,1.75949016818,1.75947437854,194,-90.1616
3.94741101154e-07,1.76367916075,1.76366258162,195,-89.818
3.94741101154e-07,1.76785433738,1.7678401267,195,-89.818
3.94741101154e-07,1.77201925073,1.7720054348,195,-89.818
3.94741101154e-07,1.77996302065,1.77994762575,195,-89.818
3.94741101154e-07,1.78414767107,1.78413503935,195,-89.818
3.94741101154e-07,1.7883402163,1.78832561088,195,-89.818
3.94741101154e-07,1.7963471448,1.79633214464,194,-90.1616
3.94741101154e-07,1.80065929659,1.80063877005,194,-90.1616
3.94741101154e-07,1.80476381456,1.80474920914,195,-89.818
3.94741101154e-07,1.8089007013,1.80888767484,195,-89.818
3.94741101154e-07,1.81680381288,1.81678447057,195,-89.818
3.94741101154e-07,1.82102162155,1.82100780561,195,-89.818
3.94741101154e-07,1.82516995578,1.82515613984,195,-89.818
3.94741101154e-07,1.82936684317,1.82935381671,195,-89.818
3.94741101154e-07,1.83729600767,1.83727982328,195,-89.818
3.94741101154e-07,1.84147592119,1.84146328947,195,-89.818
3.94741101154e-07,1.84560609733,1.84559267613,195,-89.818
3.94741101154e-07,1.85370381628,1.85368802663,195,-89.818
3.94741101154e-07,1.85797767818,1.85795991483,194,-90.1616
3.94741101154e-07,1.86202456395,1.86200837956,194,-90.1616
3.94741101154e-07,1.86619460894,1.86618000352,194,-90.1616
3.94741101154e-07,1.87416995815,1.87415258954,194,-90.1616
3.94741101154e-07,1.87835658227,1.87834316107,194,-90.1616
3.94741101154e-07,1.88251281132,1.88249899538,195,-89.818
3.94741101154e-07,1.88664496117,1.88663153997,195,-89.818
3.94741101154e-07,1.89469096903,1.89467517939,197,-89.1308
3.94741101154e-07,1.89882943474,1.89881640828,197,-89.1308
3.94741101154e-07,1.90299079543,1.90297776897,196,-89.4744
3.94741101154e-07,1.9071817617,1.90716912998,196,-89.4744
3.94741101154e-07,1.91520684828,1.91519303235,196,-89.4744
3.94741101154e-07,1.91937847224,1.91936505104,196,-89.4744
3.94741101154e-07,1.92367167646,1.9236519394,196,-89.4744
3.94741101154e-07,1.93148281337,1.93146662898,204,-86.7256
3.94741101154e-07,1.93570772737,1.93568838506,210,-84.664
3.94741101154e-07,1.93991014114,1.93988921986,200,-88.1
3.94741101154e-07,1.94408097561,1.94406242278,216,-82.6024
3.94741101154e-07,1.95200145581,1.95198053453,210,-84.664
3.94741101154e-07,1.95618610622,1.95617229028,211,-84.3204
3.94741101154e-07,1.96036128285,1.96034707217,212,-83.9768
3.94741101154e-07,1.96457395988,1.96455935446,212,-83.9768
3.94741101154e-07,1.97245101855,1.97242970253,214,-83.2896
3.94741101154e-07,1.9766830379,1.97666922196,215,-82.946
3.94741101154e-07,1.98094426808,1.98092966266,214,-83.2896
3.94741101154e-07,1.98885448501,1.98883514269,213,-83.6332
3.94741101154e-07,1.99304821447,1.99303479327,213,-83.6332
3.94741101154e-07,1.99721115412,1.99719694344,213,-83.6332
3.94741101154e-07,2.00137290955,2.00135869887,207,-85.6948
3.94741101154e-07,2.00930799517,2.00929141604,204,-86.7256
3.94741101154e-07,2.01349027713,2.01347685593,204,-86.7256
3.94741101154e-07,2.01766032212,2.01764650619,203,-87.0692
3.94741101154e-07,2.02185089365,2.02183747246,203,-87.0692
3.94741101154e-07,2.02982742709,2.02981163744,202,-87.4128
3.94741101154e-07,2.03396944546,2.03395562952,202,-87.4128
3.94741101154e-07,2.03820896489,2.03819593843,201,-87.7564
3.94741101154e-07,2.0461862878,2.04617049816,200,-88.1
3.94741101154e-07,2.05038356993,2.05036975399,201,-87.7564
3.94741101154e-07,2.0545765099,2.05456072026,201,-87.7564
3.94741101154e-07,2.05871063346,2.05869681752,201,-87.7564
3.94741101154e-07,2.06668795637,2.06667019302,201,-87.7564
3.94741101154e-07,2.07086471196,2.07085050128,201,-87.7564
3.94741101154e-07,2.07501304619,2.07499923025,199,-88.4436
3.94741101154e-07,2.07919453868,2.07918072274,199,-88.4436
3.94741101154e-07,2.08713041378,2.08711541361,199,-88.4436
3.94741101154e-07,2.09139993353,2.09138138069,198,-88.7872
3.94741101154e-07,2.09559603143,2.09557787334,198,-88.7872
3.94741101154e-07,2.10355914366,2.10354098557,197,-89.1308
